subject,phase,session,session_date,time_segment,total_active_presses,total_inactive_presses,total_reinforcers
0,SelfAdmin,2025-03-10_13h20m_Subject 0.txt,2025-03-10,0-60min,0,0,0
0,SelfAdmin,2025-03-20_13h39m_Subject 0.txt,2025-03-20,0-60min,0,0,0
0,SelfAdmin,2025-03-28_12h09m_Subject 0.txt,2025-03-28,0-60min,0,0,0
0,SelfAdmin,2025-03-21_13h24m_Subject 0.txt,2025-03-21,0-60min,0,0,0
0,SelfAdmin,2025-04-03_12h22m_Subject 0.txt,2025-04-03,0-60min,0,0,0
0,SelfAdmin,2025-03-11_12h51m_Subject 0.txt,2025-03-11,0-60min,0,0,0
0,SelfAdmin,2025-04-01_11h41m_Subject 0.txt,2025-04-01,0-60min,0,0,0
0,SelfAdmin,2025-03-18_12h46m_Subject 0.txt,2025-03-18,0-60min,0,0,0
0,SelfAdmin,2025-03-14_12h54m_Subject 0.txt,2025-03-14,0-60min,0,0,0
0,SelfAdmin,2025-03-12_12h37m_Subject 0.txt,2025-03-12,0-60min,0,0,0
0,SelfAdmin,2025-03-25_12h17m_Subject 0.txt,2025-03-25,0-60min,0,0,0
0,SelfAdmin,2025-03-19_12h34m_Subject 0.txt,2025-03-19,0-60min,0,0,0
0,SelfAdmin,2025-04-08_12h48m_Subject 0.txt,2025-04-08,0-60min,0,0,0
0,SelfAdmin,2025-04-09_12h24m_Subject 0.txt,2025-04-09,0-60min,0,0,0
0,SelfAdmin,2025-03-24_12h45m_Subject 0.txt,2025-03-24,0-60min,0,0,0
0,SelfAdmin,2025-03-26_13h29m_Subject 0.txt,2025-03-26,0-60min,0,0,0
0,SelfAdmin,2025-04-11_13h11m_Subject 0.txt,2025-04-11,0-60min,0,0,0
0,SelfAdmin,2025-04-02_13h05m_Subject 0.txt,2025-04-02,0-60min,0,0,0
0,SelfAdmin,2025-03-17_13h17m_Subject 0.txt,2025-03-17,0-60min,0,0,0
0,SelfAdmin,2025-03-13_12h44m_Subject 0.txt,2025-03-13,0-60min,0,0,0
0,SelfAdmin,2025-04-07_12h35m_Subject 0.txt,2025-04-07,0-60min,0,0,0
0,SelfAdmin,2025-04-04_11h54m_Subject 0.txt,2025-04-04,0-60min,0,0,0
0,SelfAdmin,2025-03-31_12h55m_Subject 0.txt,2025-03-31,0-60min,0,0,0
0,SelfAdmin,2025-04-10_13h07m_Subject 0.txt,2025-04-10,0-60min,0,0,0
0,SelfAdmin,2025-03-27_12h03m_Subject 0.txt,2025-03-27,0-60min,0,0,0
75,SelfAdmin,2025-04-08_09h19m_Subject 75.txt,2025-04-08,0-60min,3,6,43
75,SelfAdmin,2025-04-04_08h37m_Subject 75.txt,2025-04-04,0-60min,17,13,54
75,SelfAdmin,2025-04-03_09h07m_Subject 75.txt,2025-04-03,0-60min,15,25,53
75,SelfAdmin,2025-04-09_09h06m_Subject 75.txt,2025-04-09,0-60min,10,12,59
75,SelfAdmin,2025-03-21_09h24m_Subject 75.txt,2025-03-21,0-60min,14,89,40
75,SelfAdmin,2025-03-19_09h12m_Subject 75.txt,2025-03-19,0-60min,17,8,57
75,SelfAdmin,2025-04-14_09h08m_Subject 75.txt,2025-04-14,0-60min,9,25,35
75,SelfAdmin,2025-03-28_08h53m_Subject 75.txt,2025-03-28,0-60min,3,18,39
75,SelfAdmin,2025-03-13_09h06m_Subject 75.txt,2025-03-13,0-60min,3,3,137
75,SelfAdmin,2025-03-25_09h03m_Subject 75.txt,2025-03-25,0-60min,5,27,37
75,SelfAdmin,2025-04-07_08h40m_Subject 75.txt,2025-04-07,0-60min,3,9,18
75,SelfAdmin,2025-03-14_09h17m_Subject 75.txt,2025-03-14,0-60min,25,17,137
75,SelfAdmin,2025-03-18_09h19m_Subject 75.txt,2025-03-18,0-60min,24,13,53
75,SelfAdmin,2025-03-27_08h40m_Subject 75.txt,2025-03-27,0-60min,6,17,31
75,SelfAdmin,2025-04-01_08h21m_Subject 75.txt,2025-04-01,0-60min,16,16,65
75,SelfAdmin,2025-04-02_09h48m_Subject 75.txt,2025-04-02,0-60min,16,9,37
75,SelfAdmin,2025-04-10_09h50m_Subject 75.txt,2025-04-10,0-60min,5,18,23
75,SelfAdmin,2025-03-10_09h38m_Subject 75.txt,2025-03-10,0-60min,6,3,110
75,SelfAdmin,2025-04-11_09h49m_Subject 75.txt,2025-04-11,0-60min,8,14,28
75,SelfAdmin,2025-03-11_09h21m_Subject 75.txt,2025-03-11,0-60min,14,3,116
75,SelfAdmin,2025-03-12_09h11m_Subject 75.txt,2025-03-12,0-60min,8,1,122
75,SelfAdmin,2025-03-17_08h53m_Subject 75.txt,2025-03-17,0-60min,32,38,79
75,SelfAdmin,2025-03-20_10h05m_Subject 75.txt,2025-03-20,0-60min,18,18,37
75,SelfAdmin,2025-03-26_10h13m_Subject 75.txt,2025-03-26,0-60min,7,17,62
75,SelfAdmin,2025-03-31_09h37m_Subject 75.txt,2025-03-31,0-60min,5,12,56
75,SelfAdmin,2025-03-24_09h15m_Subject 75.txt,2025-03-24,0-60min,13,32,98
90,SelfAdmin,2025-03-18_12h46m_Subject 90.txt,2025-03-18,0-60min,15,17,413
90,SelfAdmin,2025-04-11_13h11m_Subject 90.txt,2025-04-11,0-60min,12,8,274
90,SelfAdmin,2025-04-08_12h49m_Subject 90.txt,2025-04-08,0-60min,16,10,191
90,SelfAdmin,2025-04-03_12h22m_Subject 90.txt,2025-04-03,0-60min,18,12,119
90,SelfAdmin,2025-04-09_12h24m_Subject 90.txt,2025-04-09,0-60min,13,7,230
90,SelfAdmin,2025-04-04_11h54m_Subject 90.txt,2025-04-04,0-60min,18,10,186
90,SelfAdmin,2025-04-07_12h35m_Subject 90.txt,2025-04-07,0-60min,14,7,254
90,SelfAdmin,2025-04-10_13h07m_Subject 90.txt,2025-04-10,0-60min,20,9,272
90,SelfAdmin,2025-04-14_11h51m_Subject 90.txt,2025-04-14,0-60min,28,16,299
90,SelfAdmin,2025-03-31_12h55m_Subject 90.txt,2025-03-31,0-60min,15,10,187
90,SelfAdmin,2025-03-24_12h45m_Subject 90.txt,2025-03-24,0-60min,40,33,245
90,SelfAdmin,2025-03-13_12h44m_Subject 90.txt,2025-03-13,0-60min,12,11,323
90,SelfAdmin,2025-04-01_11h41m_Subject 90.txt,2025-04-01,0-60min,23,5,144
90,SelfAdmin,2025-03-10_13h20m_Subject 90.txt,2025-03-10,0-60min,14,8,174
90,SelfAdmin,2025-04-14_11h31m_Subject 90.txt,2025-04-14,0-60min,0,0,85
90,SelfAdmin,2025-03-11_12h51m_Subject 90.txt,2025-03-11,0-60min,12,16,350
90,SelfAdmin,2025-03-20_13h39m_Subject 90.txt,2025-03-20,0-60min,11,11,622
90,SelfAdmin,2025-03-21_13h24m_Subject 90.txt,2025-03-21,0-60min,12,1,487
90,SelfAdmin,2025-03-17_13h18m_Subject 90.txt,2025-03-17,0-60min,18,4,391
90,SelfAdmin,2025-03-27_12h03m_Subject 90.txt,2025-03-27,0-60min,27,10,154
90,SelfAdmin,2025-03-26_13h29m_Subject 90.txt,2025-03-26,0-60min,39,9,198
90,SelfAdmin,2025-03-12_12h38m_Subject 90.txt,2025-03-12,0-60min,9,5,266
90,SelfAdmin,2025-03-14_12h55m_Subject 90.txt,2025-03-14,0-60min,11,21,438
90,SelfAdmin,2025-03-25_12h17m_Subject 90.txt,2025-03-25,0-60min,31,17,193
90,SelfAdmin,2025-03-28_12h09m_Subject 90.txt,2025-03-28,0-60min,22,6,123
90,SelfAdmin,2025-03-19_12h34m_Subject 90.txt,2025-03-19,0-60min,14,4,503
90,SelfAdmin,2025-04-02_13h05m_Subject 90.txt,2025-04-02,0-60min,14,9,137
84,SelfAdmin,2025-04-09_09h07m_Subject 84.txt,2025-04-09,0-60min,30,8,202
84,SelfAdmin,2025-03-14_09h19m_Subject 84.txt,2025-03-14,0-60min,16,14,293
84,SelfAdmin,2025-04-08_09h20m_Subject 84.txt,2025-04-08,0-60min,30,12,261
84,SelfAdmin,2025-03-13_09h07m_Subject 84.txt,2025-03-13,0-60min,30,13,237
84,SelfAdmin,2025-03-25_09h04m_Subject 84.txt,2025-03-25,0-60min,28,15,281
84,SelfAdmin,2025-03-10_09h39m_Subject 84.txt,2025-03-10,0-60min,13,5,180
84,SelfAdmin,2025-04-04_08h38m_Subject 84.txt,2025-04-04,0-60min,26,13,401
84,SelfAdmin,2025-04-01_08h21m_Subject 84.txt,2025-04-01,0-60min,32,12,317
84,SelfAdmin,2025-03-21_09h24m_Subject 84.txt,2025-03-21,0-60min,21,10,373
84,SelfAdmin,2025-03-12_09h12m_Subject 84.txt,2025-03-12,0-60min,22,9,350
84,SelfAdmin,2025-03-31_09h38m_Subject 84.txt,2025-03-31,0-60min,21,9,288
84,SelfAdmin,2025-03-17_08h54m_Subject 84.txt,2025-03-17,0-60min,25,5,105
84,SelfAdmin,2025-03-11_09h21m_Subject 84.txt,2025-03-11,0-60min,13,7,235
84,SelfAdmin,2025-03-18_09h20m_Subject 84.txt,2025-03-18,0-60min,18,25,127
84,SelfAdmin,2025-03-28_08h54m_Subject 84.txt,2025-03-28,0-60min,30,9,262
84,SelfAdmin,2025-04-02_09h49m_Subject 84.txt,2025-04-02,0-60min,30,8,245
84,SelfAdmin,2025-03-26_10h13m_Subject 84.txt,2025-03-26,0-60min,23,13,287
84,SelfAdmin,2025-04-07_08h50m_Subject 84.txt,2025-04-07,0-60min,35,16,251
84,SelfAdmin,2025-04-10_09h50m_Subject 84.txt,2025-04-10,0-60min,25,12,118
84,SelfAdmin,2025-03-20_10h06m_Subject 84.txt,2025-03-20,0-60min,24,3,451
84,SelfAdmin,2025-03-27_08h41m_Subject 84.txt,2025-03-27,0-60min,31,8,212
84,SelfAdmin,2025-04-11_09h50m_Subject 84.txt,2025-04-11,0-60min,21,12,177
84,SelfAdmin,2025-04-03_09h07m_Subject 84.txt,2025-04-03,0-60min,26,9,555
84,SelfAdmin,2025-03-24_09h16m_Subject 84.txt,2025-03-24,0-60min,23,9,336
84,SelfAdmin,2025-04-14_09h10m_Subject 84.txt,2025-04-14,0-60min,34,16,103
84,SelfAdmin,2025-03-19_09h14m_Subject 84.txt,2025-03-19,0-60min,22,15,232
81,SelfAdmin,2025-03-21_09h24m_Subject 81.txt,2025-03-21,0-60min,0,0,127
81,SelfAdmin,2025-03-10_09h39m_Subject 81.txt,2025-03-10,0-60min,0,0,56
81,SelfAdmin,2025-03-12_09h12m_Subject 81.txt,2025-03-12,0-60min,1,2,30
81,SelfAdmin,2025-03-20_10h05m_Subject 81.txt,2025-03-20,0-60min,0,4,84
81,SelfAdmin,2025-04-02_09h49m_Subject 81.txt,2025-04-02,0-60min,4,5,12
81,SelfAdmin,2025-03-26_10h13m_Subject 81.txt,2025-03-26,0-60min,0,4,19
81,SelfAdmin,2025-03-31_09h38m_Subject 81.txt,2025-03-31,0-60min,1,6,30
81,SelfAdmin,2025-03-14_09h19m_Subject 81.txt,2025-03-14,0-60min,1,2,54
81,SelfAdmin,2025-04-11_09h50m_Subject 81.txt,2025-04-11,0-60min,11,22,29
81,SelfAdmin,2025-04-14_09h09m_Subject 81.txt,2025-04-14,0-60min,13,13,18
81,SelfAdmin,2025-03-27_08h41m_Subject 81.txt,2025-03-27,0-60min,0,7,32
81,SelfAdmin,2025-03-11_09h21m_Subject 81.txt,2025-03-11,0-60min,1,3,27
81,SelfAdmin,2025-03-19_09h13m_Subject 81.txt,2025-03-19,0-60min,0,1,87
81,SelfAdmin,2025-04-08_09h19m_Subject 81.txt,2025-04-08,0-60min,6,11,66
81,SelfAdmin,2025-04-04_08h37m_Subject 81.txt,2025-04-04,0-60min,2,5,22
81,SelfAdmin,2025-04-07_08h49m_Subject 81.txt,2025-04-07,0-60min,3,14,24
81,SelfAdmin,2025-03-17_08h54m_Subject 81.txt,2025-03-17,0-60min,0,1,33
81,SelfAdmin,2025-03-13_09h06m_Subject 81.txt,2025-03-13,0-60min,0,0,28
81,SelfAdmin,2025-03-18_09h20m_Subject 81.txt,2025-03-18,0-60min,0,0,48
81,SelfAdmin,2025-03-28_08h54m_Subject 81.txt,2025-03-28,0-60min,0,6,25
81,SelfAdmin,2025-04-10_09h50m_Subject 81.txt,2025-04-10,0-60min,3,21,11
81,SelfAdmin,2025-04-03_09h07m_Subject 81.txt,2025-04-03,0-60min,4,9,24
81,SelfAdmin,2025-03-25_09h04m_Subject 81.txt,2025-03-25,0-60min,0,3,14
81,SelfAdmin,2025-04-09_09h06m_Subject 81.txt,2025-04-09,0-60min,4,16,61
81,SelfAdmin,2025-04-01_08h21m_Subject 81.txt,2025-04-01,0-60min,4,8,12
81,SelfAdmin,2025-03-24_09h16m_Subject 81.txt,2025-03-24,0-60min,0,1,64
78,SelfAdmin,2025-04-09_09h06m_Subject 78.txt,2025-04-09,0-60min,0,4,66
78,SelfAdmin,2025-03-27_08h41m_Subject 78.txt,2025-03-27,0-60min,12,8,71
78,SelfAdmin,2025-03-24_09h15m_Subject 78.txt,2025-03-24,0-60min,17,7,48
78,SelfAdmin,2025-03-20_10h05m_Subject 78.txt,2025-03-20,0-60min,14,3,23
78,SelfAdmin,2025-03-28_08h53m_Subject 78.txt,2025-03-28,0-60min,5,0,21
78,SelfAdmin,2025-04-11_09h50m_Subject 78.txt,2025-04-11,0-60min,0,0,123
78,SelfAdmin,2025-03-14_09h19m_Subject 78.txt,2025-03-14,0-60min,13,11,45
78,SelfAdmin,2025-04-03_09h07m_Subject 78.txt,2025-04-03,0-60min,7,6,40
78,SelfAdmin,2025-03-26_10h13m_Subject 78.txt,2025-03-26,0-60min,13,7,39
78,SelfAdmin,2025-03-13_09h06m_Subject 78.txt,2025-03-13,0-60min,10,3,82
78,SelfAdmin,2025-03-19_09h13m_Subject 78.txt,2025-03-19,0-60min,23,1,36
78,SelfAdmin,2025-04-08_09h19m_Subject 78.txt,2025-04-08,0-60min,3,0,100
78,SelfAdmin,2025-03-17_08h54m_Subject 78.txt,2025-03-17,0-60min,12,4,37
78,SelfAdmin,2025-04-14_09h09m_Subject 78.txt,2025-04-14,0-60min,5,13,80
78,SelfAdmin,2025-04-01_08h21m_Subject 78.txt,2025-04-01,0-60min,6,4,86
78,SelfAdmin,2025-03-12_09h12m_Subject 78.txt,2025-03-12,0-60min,16,5,70
78,SelfAdmin,2025-04-07_08h41m_Subject 78.txt,2025-04-07,0-60min,4,1,41
78,SelfAdmin,2025-03-10_09h39m_Subject 78.txt,2025-03-10,0-60min,17,9,84
78,SelfAdmin,2025-04-02_09h49m_Subject 78.txt,2025-04-02,0-60min,5,2,25
78,SelfAdmin,2025-04-10_09h50m_Subject 78.txt,2025-04-10,0-60min,6,4,93
78,SelfAdmin,2025-04-04_08h37m_Subject 78.txt,2025-04-04,0-60min,6,7,42
78,SelfAdmin,2025-03-21_09h24m_Subject 78.txt,2025-03-21,0-60min,10,5,68
78,SelfAdmin,2025-03-25_09h04m_Subject 78.txt,2025-03-25,0-60min,12,12,28
78,SelfAdmin,2025-03-31_09h38m_Subject 78.txt,2025-03-31,0-60min,10,13,75
78,SelfAdmin,2025-03-11_09h21m_Subject 78.txt,2025-03-11,0-60min,8,2,61
78,SelfAdmin,2025-03-18_09h19m_Subject 78.txt,2025-03-18,0-60min,17,2,45
93,SelfAdmin,2025-03-13_12h44m_Subject 93.txt,2025-03-13,0-60min,7,9,175
93,SelfAdmin,2025-03-19_12h34m_Subject 93.txt,2025-03-19,0-60min,8,3,301
93,SelfAdmin,2025-04-09_12h24m_Subject 93.txt,2025-04-09,0-60min,19,14,129
93,SelfAdmin,2025-04-03_12h22m_Subject 93.txt,2025-04-03,0-60min,25,30,168
93,SelfAdmin,2025-03-17_13h18m_Subject 93.txt,2025-03-17,0-60min,7,0,178
93,SelfAdmin,2025-03-18_12h46m_Subject 93.txt,2025-03-18,0-60min,11,6,212
93,SelfAdmin,2025-03-14_12h55m_Subject 93.txt,2025-03-14,0-60min,7,4,256
93,SelfAdmin,2025-03-26_13h29m_Subject 93.txt,2025-03-26,0-60min,33,27,206
93,SelfAdmin,2025-03-28_12h09m_Subject 93.txt,2025-03-28,0-60min,23,25,114
93,SelfAdmin,2025-04-08_12h49m_Subject 93.txt,2025-04-08,0-60min,33,21,128
93,SelfAdmin,2025-03-12_12h38m_Subject 93.txt,2025-03-12,0-60min,5,3,229
93,SelfAdmin,2025-04-01_11h42m_Subject 93.txt,2025-04-01,0-60min,29,37,85
93,SelfAdmin,2025-03-27_12h03m_Subject 93.txt,2025-03-27,0-60min,31,15,120
93,SelfAdmin,2025-03-11_12h51m_Subject 93.txt,2025-03-11,0-60min,6,2,221
93,SelfAdmin,2025-03-24_12h48m_Subject 93.txt,2025-03-24,0-60min,18,16,81
93,SelfAdmin,2025-04-04_11h55m_Subject 93.txt,2025-04-04,0-60min,26,40,140
93,SelfAdmin,2025-04-02_13h06m_Subject 93.txt,2025-04-02,0-60min,30,34,120
93,SelfAdmin,2025-04-14_11h51m_Subject 93.txt,2025-04-14,0-60min,61,45,79
93,SelfAdmin,2025-03-21_13h24m_Subject 93.txt,2025-03-21,0-60min,10,4,293
93,SelfAdmin,2025-03-10_13h20m_Subject 93.txt,2025-03-10,0-60min,10,3,168
93,SelfAdmin,2025-03-20_13h39m_Subject 93.txt,2025-03-20,0-60min,8,7,263
93,SelfAdmin,2025-04-11_13h12m_Subject 93.txt,2025-04-11,0-60min,24,46,58
93,SelfAdmin,2025-03-31_12h55m_Subject 93.txt,2025-03-31,0-60min,32,29,189
93,SelfAdmin,2025-04-07_12h35m_Subject 93.txt,2025-04-07,0-60min,30,17,69
93,SelfAdmin,2025-04-10_13h08m_Subject 93.txt,2025-04-10,0-60min,23,41,88
93,SelfAdmin,2025-03-25_12h17m_Subject 93.txt,2025-03-25,0-60min,18,20,157
87,SelfAdmin,2025-04-03_12h22m_Subject 87.txt,2025-04-03,0-60min,5,32,69
87,SelfAdmin,2025-04-01_11h40m_Subject 87.txt,2025-04-01,0-60min,7,23,70
87,SelfAdmin,2025-03-10_13h19m_Subject 87.txt,2025-03-10,0-60min,6,8,64
87,SelfAdmin,2025-03-21_13h23m_Subject 87.txt,2025-03-21,0-60min,28,12,109
87,SelfAdmin,2025-03-13_12h44m_Subject 87.txt,2025-03-13,0-60min,21,22,85
87,SelfAdmin,2025-03-18_12h45m_Subject 87.txt,2025-03-18,0-60min,28,28,53
87,SelfAdmin,2025-04-07_12h35m_Subject 87.txt,2025-04-07,0-60min,2,49,47
87,SelfAdmin,2025-03-25_12h17m_Subject 87.txt,2025-03-25,0-60min,16,21,69
87,SelfAdmin,2025-04-11_13h11m_Subject 87.txt,2025-04-11,0-60min,6,33,56
87,SelfAdmin,2025-03-14_12h54m_Subject 87.txt,2025-03-14,0-60min,32,27,70
87,SelfAdmin,2025-04-04_11h54m_Subject 87.txt,2025-04-04,0-60min,8,17,75
87,SelfAdmin,2025-03-27_12h02m_Subject 87.txt,2025-03-27,0-60min,13,32,108
87,SelfAdmin,2025-03-26_13h28m_Subject 87.txt,2025-03-26,0-60min,15,47,81
87,SelfAdmin,2025-04-02_13h05m_Subject 87.txt,2025-04-02,0-60min,4,33,65
87,SelfAdmin,2025-03-24_12h44m_Subject 87.txt,2025-03-24,0-60min,29,40,37
87,SelfAdmin,2025-03-12_12h37m_Subject 87.txt,2025-03-12,0-60min,3,13,82
87,SelfAdmin,2025-03-20_13h38m_Subject 87.txt,2025-03-20,0-60min,23,9,93
87,SelfAdmin,2025-04-08_12h48m_Subject 87.txt,2025-04-08,0-60min,4,13,32
87,SelfAdmin,2025-03-17_13h17m_Subject 87.txt,2025-03-17,0-60min,18,32,70
87,SelfAdmin,2025-04-14_10h34m_Subject 87.txt,2025-04-14,0-60min,21,13,52
87,SelfAdmin,2025-04-09_12h23m_Subject 87.txt,2025-04-09,0-60min,5,27,38
87,SelfAdmin,2025-04-10_13h07m_Subject 87.txt,2025-04-10,0-60min,7,14,35
87,SelfAdmin,2025-03-19_12h33m_Subject 87.txt,2025-03-19,0-60min,19,9,45
87,SelfAdmin,2025-03-11_12h50m_Subject 87.txt,2025-03-11,0-60min,17,26,73
87,SelfAdmin,2025-03-28_12h08m_Subject 87.txt,2025-03-28,0-60min,6,29,99
87,SelfAdmin,2025-03-31_12h54m_Subject 87.txt,2025-03-31,0-60min,18,43,154
